accountNumber,lastName,firstName,Age,Sex,customerMDN,Address,customerCity,customerState,customerZip,customerPlan,customerPlanDesc,userName
900007527,ADAMS,EDWARDO,58,M,6694042745,6275 Kennedy Knolls Dr.,NEW YORK,NY,10090,ULPRE50,Unlimited Prepaid,eadams
900007528,WASHINGTON,GREG,46,M,3156852263,3849 S Federal St.,SAINT LOUIS,MO,63111,700POST5L70,700 Minute Family,gwashington
900007529,CHANDLER,RICHARD,64,M,9374256866,699 W Mc Connell St.,NEW ORLEANS,LA,70118,2100POST5L110,2100 Minute Family,rchandler
900007530,COMBS,ISABELLA,21,F,6412968258,19807 Chevelle Ln.,PHILADELPHIA,PA,19148,ULPOST70,Unlimited,icombs
900007531,PATTON,MICKEY,60,M,2808522803,5735 Obrad Way,WASHINGTON,DC,20241,ULPRE50,Unlimited Prepaid,mpatton
900007532,SANTANA,SHELBY,54,F,6976078839,15354 Cherrystone Pkwy.,SAVANNAH,GA,31402,5503L60,550 Minute Family,ssantana
900007533,REYES,BOOKER,18,M,3013602920,4939 MacDonough Ave.,PORT SAINT LUCIE,FL,34988,700POST5L70,700 Minute Family,breyes
900007534,FROST,MAGDALENA,43,F,4105726374,2682 Ewood Ln.,SACRAMENTO,CA,94257,900POST60,900 Minute,mfrost
900007535,SALAS,DEBRA,48,F,6249813157,12650 Weardley Dr.,WEST PALM BEACH,FL,33401,450POST40,450 Minute,dsalas
900007536,ALEXANDER,CHARITY,20,F,7846988742,11624 W Campbell Park Way,SAN DIEGO,CA,92133,700POST5L70,700 Minute Family,calexander
900007537,RODGERS,LEIGH,25,F,9254479410,16138 Hecker St.,SAN JOSE,CA,95123,1400POST5L90,1400 Minute Family,lrodgers
900007538,AGUIRRE,KELLI,40,F,7056074317,5421 Attleford Way,PITTSBURGH,PA,15260,250PRE25,250 Minute Prepaid,kaguirre
900007539,VANG,JULIAN,50,M,4946389813,15716 Governor Andrew Ln.,AUSTIN,TX,78721,700POST5L70,700 Minute Family,jvang
900007540,CAMACHO,ALEXANDRA,42,F,2465058721,6029 Horns Lodge Ln.,BROOKLYN,NY,11252,ULPRE50,Unlimited Prepaid,acamacho
900007541,YOUNG,SAL,48,M,3987988246,10198 Elminya Blvd.,WASHINGTON,DC,56901,450POST40,450 Minute,syoung
900007542,DUNN,LILLIAN,69,F,2489328081,1647 Cattle Market Ave.,FALLS CHURCH,VA,22047,ULPRE50,Unlimited Prepaid,ldunn
900007543,PRESTON,NICHOLE,41,F,4295124386,2621 Dorison Dr.,LOS ANGELES,CA,90099,ULPRE2D,Unlimited Prepaid,npreston
900007544,WATKINS,CHRISTOPER,50,M,6969109336,16008 Harkim St.,MONTGOMERY,AL,36107,ULPRE50,Unlimited Prepaid,cwatkins
900007545,OBRIEN,ARCHIE,41,M,8364379617,18472 Vinemaple Dr.,CHARLESTON,WV,25336,450POST40,450 Minute,aobrien
900007546,DELEON,JAYNE,35,F,5263629663,1215 Easthaven Ln.,ANCHORAGE,AK,99518,2100POST5L110,2100 Minute Family,jdeleon
900007547,BECK,HARRY,38,M,6697758867,12545 Cameron Crescent Ave.,ANAHEIM,CA,92814,250PRE25,250 Minute Prepaid,hbeck
900007548,SINGLETON,WILMA,68,F,7335604211,3286 Eiseman Dr.,WASHINGTON,DC,20027,450POST40,450 Minute,wsingleton
900007549,NORTON,CHRISTOPHER,33,M,2074429504,14490 Plough Inn Ln.,SAN ANTONIO,TX,78257,250PRE25,250 Minute Prepaid,cnorton
900007550,THOMAS,ROWENA,21,F,9638826062,11785 Cyphers Ln.,SAN ANTONIO,TX,78222,5503L60,550 Minute Family,rthomas
900007551,HORNE,MARJORIE,43,F,4626527044,8181 Fiske Mill St.,PENSACOLA,FL,32509,1400POST5L90,1400 Minute Family,mhorne
900007552,LOWERY,AVERY,59,M,2717707619,8407 Inglis Pkwy.,DAYTON,OH,45406,ULPRE50,Unlimited Prepaid,alowery
900007553,BARRETT,TRENTON,36,M,3866077844,6598 Woolworth St.,DENTON,TX,76207,2100POST5L110,2100 Minute Family,tbarrett
900007554,WYNN,ELISEO,27,M,7663274928,16264 Whipsnade Dr.,MORENO VALLEY,CA,92552,700POST5L70,700 Minute Family,ewynn
900007555,SALINAS,KATHY,56,F,3857059513,10160 Mux Way,EL PASO,TX,88520,ULPOST70,Unlimited,ksalinas
900007556,COHEN,MITCHELL,36,M,4182499263,832 Rickard Pkwy.,WILMINGTON,DE,19894,900POST60,900 Minute,mcohen
900007557,DECKER,OLGA,35,F,3534213290,2726 Bell Oak Pkwy.,PHILADELPHIA,PA,19185,2100POST5L110,2100 Minute Family,odecker
900007558,JACOBSON,DEREK,43,M,4644873340,4522 Glenthorn Ave.,ATHENS,GA,30601,ULPOST5L120,2100 Minute Family,djacobson
900007559,WALTERS,HARRY,54,M,2985296873,17525 Nepil St.,LAWRENCEVILLE,GA,30046,ULPOST5L120,2100 Minute Family,hwalters
900007560,SOLIS,ISRAEL,35,M,7040324276,5585 Port Barrington Ln.,COLUMBIA,SC,29208,1400POST5L90,1400 Minute Family,isolis
900007561,VELASQUEZ,AURORA,49,F,2332879187,5239 Binet Pkwy.,EL PASO,TX,88560,5503L60,550 Minute Family,avelasquez
900007562,SANTIAGO,HERIBERTO,35,M,2848316495,12083 E Kenwood Ave.,WILMINGTON,NC,28401,1400POST5L90,1400 Minute Family,hsantiago
900007563,PERRY,COLETTE,23,F,7584017682,9272 California Poppy Way,SAN JOSE,CA,95110,450POST40,450 Minute,cperry
900007564,MOSS,CARLTON,67,M,6915629295,5966 Damuth Dr.,LYNCHBURG,VA,24513,5503L60,550 Minute Family,cmoss
900007565,FUENTES,MARCI,25,F,8495249247,19972 NE Jambor Ave.,TYLER,TX,75701,700POST5L70,700 Minute Family,mfuentes
900007566,ODONNELL,VINCE,66,M,9882664003,15903 Hevern Pkwy.,ALBUQUERQUE,NM,87153,1400POST5L90,1400 Minute Family,vodonnell
900007567,ANTHONY,EVERETT,29,M,9767327344,15906 Monardo St.,GARY,IN,46402,ULPRE50,Unlimited Prepaid,eanthony
900007568,OWEN,LORRAINE,38,F,5983458918,11967 Marsilly Way,MONTGOMERY,AL,36123,900POST60,900 Minute,lowen
900007569,YOUNG,DANE,57,M,7175827292,7614 Darton Dr.,WASHINGTON,DC,20206,700POST5L70,700 Minute Family,dyoung
900007570,PRICE,CAROLYN,57,F,5344615454,15628 Marimac Pkwy.,CEDAR RAPIDS,IA,52497,5503L60,550 Minute Family,cprice
900007571,PORTER,YESENIA,52,F,7562773915,6074 North Gogna St.,PORTLAND,OR,97228,250PRE25,250 Minute Prepaid,yporter
900007572,BUCHANAN,LATISHA,65,F,8471622654,746 Covert St.,WASHINGTON,DC,20572,2100POST5L110,2100 Minute Family,lbuchanan
900007573,CHAVEZ,NEWTON,51,M,5262925894,4840 Cottagewood Ln.,HOUSTON,TX,77016,900POST60,900 Minute,nchavez
900007574,FRAZIER,EUGENE,31,M,5374522803,7302 Quintal St.,SACRAMENTO,CA,94261,1400POST5L90,1400 Minute Family,efrazier
900007575,LIVINGSTON,DALLAS,51,M,3778645499,9894 Vallacher Way,BOZEMAN,MT,59715,700POST5L70,700 Minute Family,dlivingston
900007576,HORN,PATRICA,65,F,5176644825,17046 Bazley St.,FRESNO,CA,93711,1400POST5L90,1400 Minute Family,phorn
900007577,BALDWIN,AHMAD,65,M,6537658369,1522 South Quebec Pkwy.,DURHAM,NC,27710,250PRE25,250 Minute Prepaid,abaldwin
900007578,BUCHANAN,MIA,39,F,9474822795,9468 N Vance Ave.,FORT WAYNE,IN,46807,ULPRE2D,Unlimited Prepaid,mbuchanan
900007579,COOKE,DEENA,30,F,8392786254,10170 Wheedon St.,LONG BEACH,CA,90805,1400POST5L90,1400 Minute Family,dcooke
900007580,DANIELS,DENNY,46,M,3794359424,16675 Picken Hwy.,OXNARD,CA,93032,ULPOST5L120,2100 Minute Family,ddaniels
900007581,COTTON,MARLENE,65,F,5146475333,6596 Hanks St.,OXNARD,CA,93031,ULPRE2D,Unlimited Prepaid,mcotton
900007582,FULTON,PEARLIE,49,F,8495513119,1828 California Poppy Way,LANSING,MI,48922,2100POST5L110,2100 Minute Family,pfulton
900007583,SIMS,GERALDINE,65,F,7766893819,12183 Spoonbil St.,ALLENTOWN,PA,18175,1400POST5L90,1400 Minute Family,gsims
900007584,PRINCE,ELMER,56,M,2956919131,12100 Eiler Blvd.,EL PASO,TX,79943,ULPRE50,Unlimited Prepaid,eprince
900007585,QUINN,TIMMY,43,M,5606478645,16021 Gurnet Ln.,WASHINGTON,DC,20427,1400POST5L90,1400 Minute Family,tquinn
900007586,RATLIFF,TERRY,52,F,5738285223,219 Thistle St.,CHARLOTTESVILLE,VA,22901,250PRE25,250 Minute Prepaid,tratliff
900007587,LOWERY,MARI,32,F,4838644233,17048 North Meadow Dr.,PITTSBURGH,PA,15270,700POST5L70,700 Minute Family,mlowery
900007588,WEBB,CHERIE,56,F,4372212706,17739 Strathblaine Ave.,PHILADELPHIA,PA,19110,5503L60,550 Minute Family,cwebb
900007589,BRADFORD,ANDREA,21,M,2412914995,3246 Woobly St.,NEW ORLEANS,LA,70164,2100POST5L110,2100 Minute Family,abradford
900007590,MAY,HUNTER,35,M,7976164948,13006 Bank Vale Way,ERIE,PA,16508,5503L60,550 Minute Family,hmay
900007591,HORNE,CLAUDIA,41,F,3006357180,10594 Northeast Hollyhills Dr.,ORLANDO,FL,32822,ULPRE2D,Unlimited Prepaid,chorne
900007592,HOFFMAN,LORETTA,69,F,5192296921,18281 Taylor Point Way,WILKES BARRE,PA,18765,ULPRE50,Unlimited Prepaid,lhoffman
900007593,SKINNER,TONI,57,F,7609007984,8860 Yon Blvd.,CHICAGO,IL,60684,450POST40,450 Minute,tskinner
900007594,HEBERT,ABRAHAM,22,M,5987967595,1080 Kirklee Ln.,BROOKLYN,NY,11251,700POST5L70,700 Minute Family,ahebert
900007595,HEBERT,ELISE,53,F,4568292550,16104 Shadybrook Ln.,PALATINE,IL,60095,700POST5L70,700 Minute Family,ehebert
900007596,GIBBS,NORMA,63,F,3735406554,16087 Beechtree Way,SALT LAKE CITY,UT,84147,250PRE25,250 Minute Prepaid,ngibbs
900007597,MORROW,THERESA,50,F,8132524203,12231 Longend St.,MERIDIAN,MS,39303,ULPRE50,Unlimited Prepaid,tmorrow
900007598,BUCKNER,MAURA,62,F,5932628597,6496 Mount Wayte Way,KANSAS CITY,MO,64183,250PRE25,250 Minute Prepaid,mbuckner
900007599,SKINNER,MYRA,64,F,3213112253,8898 Sportsman St.,ORLANDO,FL,32877,2100POST5L110,2100 Minute Family,mskinner
900007600,HOLDER,NORMA,33,F,5176053858,5430 Walford Park Pkwy.,SARASOTA,FL,34236,ULPRE50,Unlimited Prepaid,nholder
900007601,TATE,SHAWN,64,M,7488265988,7888 Barnet Side Dr.,COLORADO SPRINGS,CO,80915,2100POST5L110,2100 Minute Family,state
900007602,BERG,SILAS,28,M,6333956350,5379 Groff Dr.,PHOENIX,AZ,85029,1400POST5L90,1400 Minute Family,sberg
900007603,MERCADO,MALLORY,46,F,5284456011,3654 Jack Rabbit Ridge St.,CEDAR RAPIDS,IA,52406,ULPRE50,Unlimited Prepaid,mmercado
900007604,FOSTER,HEIDI,30,F,6894982222,14313 Old Castle Ln.,LAKELAND,FL,33815,700POST5L70,700 Minute Family,hfoster
900007605,HUMPHREY,JANELLE,47,F,7247483105,16300 Bartha Ave.,AMARILLO,TX,79106,ULPRE50,Unlimited Prepaid,jhumphrey
900007606,MUNOZ,ROSLYN,26,F,3845557605,1557 East Buchanan St.,CHARLESTON,WV,25313,5503L60,550 Minute Family,rmunoz
900007607,KIRBY,DEWAYNE,18,M,8257209883,19759 Newsom Blvd.,NEW ORLEANS,LA,70149,ULPRE50,Unlimited Prepaid,dkirby
900007608,OSBORNE,GWENDOLYN,27,F,6444163077,2043 Baja Sol Way,AUGUSTA,GA,30917,250PRE25,250 Minute Prepaid,gosborne
900007609,KENT,GAIL,29,M,3295373290,13028 Maybell Pkwy.,BEAUMONT,TX,77703,450POST40,450 Minute,gkent
900007610,JIMENEZ,SCOTTIE,25,M,3576403898,9177 Durst Pkwy.,RENO,NV,89510,ULPRE50,Unlimited Prepaid,sjimenez
900007611,HEATH,LILIA,18,F,3390124590,16055 Deniston St.,EVANSTON,IL,60204,ULPOST70,Unlimited,lheath
900007612,FOWLER,RUFUS,34,M,8117642830,625 Alann Ln.,CHARLOTTE,NC,28203,700POST5L70,700 Minute Family,rfowler
900007613,WITT,ALYSON,48,F,7929428510,19999 Impatiens Hwy.,PEORIA,IL,61603,700POST5L70,700 Minute Family,awitt
900007614,STOUT,CORRINE,68,F,7236074657,3749 Lower Turf Ave.,OMAHA,NE,68164,450POST40,450 Minute,cstout
900007615,FARRELL,FREEMAN,45,M,2815663644,11748 Dampier Dr.,LONG BEACH,CA,90853,1400POST5L90,1400 Minute Family,ffarrell
900007616,HANCOCK,JILL,42,F,2438426011,10273 N Coach St.,BROOKSVILLE,FL,34602,450POST40,450 Minute,jhancock
900007617,RIVERA,ALLYSON,48,F,4735147973,18285 Raneys Ave.,HELENA,MT,59620,ULPOST5L120,2100 Minute Family,arivera
900007618,STEWART,MARILYN,37,F,8915409496,16817 Redwood Terrace Ln.,NEWPORT BEACH,CA,92660,ULPRE2D,Unlimited Prepaid,mstewart
900007619,MORRISON,DARNELL,42,M,7006687168,1530 Dinger Blvd.,WASHINGTON,DC,20539,1400POST5L90,1400 Minute Family,dmorrison
900007620,MEYER,SHIRLEY,34,M,5159922914,6216 Old Barton St.,BIRMINGHAM,AL,35206,1400POST5L90,1400 Minute Family,smeyer
900007621,NEWMAN,ROLLAND,24,M,7879045634,18995 Back Ivanhoe Pkwy.,COLORADO SPRINGS,CO,80951,700POST5L70,700 Minute Family,rnewman
900007622,RAYMOND,GEORGE,49,M,3435669488,9775 Graymarsh Ln.,BAKERSFIELD,CA,93305,700POST5L70,700 Minute Family,graymond
900007623,RICHMOND,CECILE,21,F,9027228245,4954 Midnight St.,BRONX,NY,10454,1400POST5L90,1400 Minute Family,crichmond
900007624,PEARSON,JAVIER,69,M,4109128720,7184 Interpretive Center Hwy.,LOS ANGELES,CA,90048,5503L60,550 Minute Family,jpearson
900007625,BARR,BRADY,44,M,8103387097,3550 N Manton Pkwy.,SAN JOSE,CA,95129,ULPRE50,Unlimited Prepaid,bbarr
900007626,WHEELER,ARMANDO,18,M,3846383617,16893 Sansone Pkwy.,ALBANY,NY,12208,900POST60,900 Minute,awheeler
900007627,LINDSEY,LES,37,M,8418097600,12377 Old Scaggsville St.,EL PASO,TX,88517,ULPRE50,Unlimited Prepaid,llindsey
900007628,FOSTER,KRISTI,35,F,7049234543,15710 Barway St.,CHARLESTON,WV,25356,ULPRE2D,Unlimited Prepaid,kfoster
900007629,DALTON,HOLLIS,66,M,3239759690,10231 N Barkley Ln.,EL PASO,TX,79938,450POST40,450 Minute,hdalton
900007630,BOWERS,AISHA,42,F,2589129823,19942 Earlstoke Dr.,AMARILLO,TX,79109,5503L60,550 Minute Family,abowers
900007631,SCHROEDER,NELL,46,F,5082942843,13176 Orchard View St.,NEW ORLEANS,LA,70114,700POST5L70,700 Minute Family,nschroeder
900007632,CLINE,ELOISE,43,F,3438584716,6206 Makin Ln.,SEATTLE,WA,98118,250PRE25,250 Minute Prepaid,ecline
900007633,FLYNN,CHERI,50,F,7132794866,360 Boyce Ln.,SPARTANBURG,SC,29303,900POST60,900 Minute,cflynn
900007634,SHEPPARD,NANCY,67,F,6039556315,17190 Fartown Hillthorpe Way,VANCOUVER,WA,98684,900POST60,900 Minute,nsheppard
900007635,MERRITT,MARIANNE,65,F,3274146894,13960 Dolesbury St.,PORTLAND,OR,97216,250PRE25,250 Minute Prepaid,mmerritt
900007636,KIRK,BARTON,51,M,7860026966,6993 Northeast Dorothy Blvd.,TULSA,OK,74115,700POST5L70,700 Minute Family,bkirk
900007637,HAHN,ERNIE,35,M,9559175052,12405 Grace View Way,SPRINGFIELD,IL,62764,ULPRE2D,Unlimited Prepaid,ehahn
900007638,SHEPARD,ALEXIS,62,M,5555463166,14230 Melchester Blvd.,WHITE PLAINS,NY,10602,ULPRE50,Unlimited Prepaid,ashepard
900007639,LITTLE,HOUSTON,62,M,2233187192,4041 Riverway St.,MODESTO,CA,95353,700POST5L70,700 Minute Family,hlittle
900007640,WILSON,NATALIE,34,F,6975529243,13218 Totfs Hwy.,HARTFORD,CT,6180,ULPOST70,Unlimited,nwilson
900007641,JEFFERSON,RODERICK,19,M,8294123386,11066 Wymond St.,RICHMOND,VA,23279,450POST40,450 Minute,rjefferson
900007642,SHORT,DUNCAN,37,M,7456274576,5050 Chillumgate Dr.,CHARLOTTE,NC,28208,2100POST5L110,2100 Minute Family,dshort
900007643,MARTIN,SANTIAGO,36,M,5945607687,10511 Pryors St.,MONTGOMERY,AL,36135,900POST60,900 Minute,smartin
900007644,KAUFMAN,GLEN,46,M,2845027942,12794 Chapek Dr.,STOCKTON,CA,95210,1400POST5L90,1400 Minute Family,gkaufman
900007645,TERRY,EDMUND,68,M,9058218692,2050 Royal Carriage Way,ALBANY,NY,12238,700POST5L70,700 Minute Family,eterry
900007646,PALMER,ROCKY,49,M,4279162735,5355 North Rio Verde Dr.,CHICAGO,IL,60661,250PRE25,250 Minute Prepaid,rpalmer
900007647,MCLEAN,ANGELA,42,F,9659762668,8705 Harroway Pkwy.,CHARLOTTE,NC,28222,2100POST5L110,2100 Minute Family,amclean
900007648,COBB,BETHANY,30,F,7912755041,11887 Ryton Ridge Ln.,LITTLE ROCK,AR,72222,900POST60,900 Minute,bcobb
900007649,RODGERS,DEVON,54,M,9943058704,12928 Barfett Ave.,BOSTON,MA,2215,1400POST5L90,1400 Minute Family,drodgers
900007650,NICHOLS,HILDA,32,F,9852425215,227 Dingley St.,EL PASO,TX,88531,5503L60,550 Minute Family,hnichols
900007651,NOBLE,BRYON,39,M,2669881133,10728 Boise Ln.,CINCINNATI,OH,45247,250PRE25,250 Minute Prepaid,bnoble
900007652,BOONE,DONNA,33,F,2476477495,6760 S Gates St.,JEFFERSON CITY,MO,65106,ULPRE2D,Unlimited Prepaid,dboone
900007653,ACOSTA,KAREEM,50,M,7945717641,16210 Matfair Ave.,BALTIMORE,MD,21216,5503L60,550 Minute Family,kacosta
900007654,RICHARD,TREY,52,M,6158305538,7382 Devereaux Pkwy.,ALEXANDRIA,VA,22332,ULPRE50,Unlimited Prepaid,trichard
900007655,WOOD,AVERY,51,M,6588225788,380 North Baylor Blvd.,ALBANY,NY,12208,ULPOST70,Unlimited,awood
900007656,VARGAS,FLOYD,38,M,6595523660,12815 Zambrano Ln.,RICHMOND,VA,23282,900POST60,900 Minute,fvargas
900007657,MACIAS,ESTHER,40,F,3748927176,14847 El Encanto Way,BATON ROUGE,LA,70817,2100POST5L110,2100 Minute Family,emacias
900007658,BISHOP,ROBERTA,27,F,6936288079,2994 Crombie Ave.,FRESNO,CA,93888,250PRE25,250 Minute Prepaid,rbishop
900007659,RUSSELL,ADOLFO,58,M,2283128928,1022 Bement Ln.,ROCHESTER,MN,55904,900POST60,900 Minute,arussell
900007660,RAMOS,NANCY,37,F,3549364785,6324 Yorktonw Ave.,LAUREL,MD,20708,250PRE25,250 Minute Prepaid,nramos
900007661,SILVA,DEE,52,F,3546949625,257 Moorsley Blvd.,COLUMBIA,SC,29202,250PRE25,250 Minute Prepaid,dsilva
900007662,SWANSON,FLORA,39,F,9505467985,7040 Hendrick St.,MILWAUKEE,WI,53226,ULPRE50,Unlimited Prepaid,fswanson
900007663,BLEVINS,JENIFER,32,F,4899403940,4046 Pinview Blvd.,ATLANTA,GA,30349,2100POST5L110,2100 Minute Family,jblevins
900007664,NASH,DAVE,32,M,9454328383,17754 Tygart St.,PHILADELPHIA,PA,19152,900POST60,900 Minute,dnash
900007665,SCHULTZ,ELOY,60,M,6564966339,9045 N Mont Clare Pkwy.,TUCSON,AZ,85749,250PRE25,250 Minute Prepaid,eschultz
900007666,MENDOZA,AUGUSTUS,50,M,3482605070,4129 Chargin Dr.,SILVER SPRING,MD,20915,250PRE25,250 Minute Prepaid,amendoza
900007667,MCKINNEY,ELISA,70,F,9708529503,9244 Albrae St.,HOMESTEAD,FL,33033,900POST60,900 Minute,emckinney
900007668,FUENTES,CLAUDIO,41,M,4743564245,18541 Loch Raven Way,WINSTON SALEM,NC,27152,900POST60,900 Minute,cfuentes
900007669,SCHMIDT,KORY,27,M,5760924336,9132 Mill Pond Valley Way,HOUSTON,TX,77275,5503L60,550 Minute Family,kschmidt
900007670,GLENN,GROVER,34,M,2593418268,10574 Potato Hill Way,ROCKFORD,IL,61109,700POST5L70,700 Minute Family,gglenn
900007671,NORMAN,JODY,57,M,3743026224,6563 North Jersey Blvd.,FORT LAUDERDALE,FL,33309,ULPRE50,Unlimited Prepaid,jnorman
900007672,PRUITT,NADINE,18,F,9067972773,4519 Druce St.,NASHVILLE,TN,37243,700POST5L70,700 Minute Family,npruitt
900007673,HARRELL,DENIS,21,M,6772748955,15374 Dutch Mill Pkwy.,LOUISVILLE,KY,40214,450POST40,450 Minute,dharrell
900007674,ASHLEY,JOEY,60,M,3269596249,14760 S Archer St.,ROCHESTER,MN,55901,5503L60,550 Minute Family,jashley
900007675,PRICE,ALLEN,56,M,7044467336,14707 Hatchway Dr.,CHARLOTTESVILLE,VA,22909,ULPRE50,Unlimited Prepaid,aprice
900007676,RYAN,DANTE,37,M,9398026260,16602 Hugo Ave.,BROOKLYN,NY,11223,ULPRE50,Unlimited Prepaid,dryan
900007677,MAYNARD,SHEILA,21,F,6278092007,16661 East Seventh Pkwy.,EL PASO,TX,79937,ULPRE2D,Unlimited Prepaid,smaynard
900007678,NUNEZ,JOSEFINA,44,F,9654225929,9969 Taggarts Ln.,TULSA,OK,74121,250PRE25,250 Minute Prepaid,jnunez
900007679,OLSEN,ILENE,26,F,7398058554,5316 Gifhorn Dr.,TRENTON,NJ,8625,700POST5L70,700 Minute Family,iolsen
900007680,KRAMER,SHEENA,36,F,9978142444,17653 Covered Wagon St.,GREENVILLE,SC,29609,1400POST5L90,1400 Minute Family,skramer
900007681,YATES,PIERRE,61,M,8705862087,353 Barrett Dr.,AURORA,IL,60568,ULPRE50,Unlimited Prepaid,pyates
900007682,BRADY,MORGAN,62,M,2937292425,17618 Ark Haven Dr.,DULUTH,MN,55812,1400POST5L90,1400 Minute Family,mbrady
900007683,RICH,PRESTON,61,M,2276994497,13658 Cortez Way,YOUNGSTOWN,OH,44555,450POST40,450 Minute,prich
900007684,CAIN,JESSICA,40,F,3827925913,5498 Old Chittenden Ln.,NEW YORK,NY,10082,900POST60,900 Minute,jcain
900007685,BARLOW,MELVA,36,F,3197878143,16693 Tunner St.,LITTLETON,CO,80129,ULPRE2D,Unlimited Prepaid,mbarlow
900007686,GARDNER,FABIAN,35,M,2386228885,16675 New Wakefield St.,WASHINGTON,DC,20435,900POST60,900 Minute,fgardner
900007687,ODOM,DINO,65,M,4547407149,3747 Major Deegan Service Dr.,LONG BEACH,CA,90833,900POST60,900 Minute,dodom
900007688,LIVINGSTON,JOHNNIE,65,M,5698606597,7613 Brookhead Dr.,FORT WORTH,TX,76137,ULPOST70,Unlimited,jlivingston
900007689,MITCHELL,AUGUST,51,M,5363423044,3442 Whitton Manor Dr.,EVANSVILLE,IN,47702,450POST40,450 Minute,amitchell
900007690,BIRD,CAMILLE,66,F,2008013272,17380 S Division St.,SAN ANTONIO,TX,78235,1400POST5L90,1400 Minute Family,cbird
900007691,HOWE,NOELLE,57,F,6287645175,11176 Ellerton Dr.,WASHINGTON,DC,20314,ULPOST70,Unlimited,nhowe
900007692,MCCRAY,DAN,35,M,3299879346,18955 Lavenders Pkwy.,ROCHESTER,NY,14610,1400POST5L90,1400 Minute Family,dmccray
900007693,GOULD,WM,28,M,7757974419,4179 Goodloes Promise Dr.,PHOENIX,AZ,85082,250PRE25,250 Minute Prepaid,wgould
900007694,DYER,SHELDON,56,M,6577816643,8878 S Tilden Ln.,MELBOURNE,FL,32901,250PRE25,250 Minute Prepaid,sdyer
900007695,HOLDER,MADGE,29,F,7835145733,7085 Prykes Pkwy.,HOT SPRINGS NATIONAL PARK,AR,71902,5503L60,550 Minute Family,mholder
900007696,MCGOWAN,BRYON,36,M,2042967765,4033 N Chippewa St.,MOUNTAIN VIEW,CA,94035,ULPOST70,Unlimited,bmcgowan
900007697,CHANG,CATHERINE,39,F,7753417178,2326 Tina St.,ROANOKE,VA,24028,450POST40,450 Minute,cchang
900007698,RUIZ,LATOYA,52,F,6066879046,13137 Manor Circle Ln.,MONTGOMERY,AL,36140,ULPRE50,Unlimited Prepaid,lruiz
900007699,MCFARLAND,TANIA,51,F,6052785654,13847 Gurnells St.,BROOKLYN,NY,11204,ULPRE2D,Unlimited Prepaid,tmcfarland
900007700,WASHINGTON,DAMIEN,20,M,7624929270,11313 Grasmere St.,HUNTSVILLE,AL,35816,ULPRE50,Unlimited Prepaid,dwashington
900007701,SPENCER,WILSON,61,M,5792957310,18038 Marchen Blvd.,TOLEDO,OH,43615,250PRE25,250 Minute Prepaid,wspencer
900007702,JEFFERSON,MURRAY,58,M,9314470373,8128 Roxanne St.,SAN FRANCISCO,CA,94147,450POST40,450 Minute,mjefferson
900007703,TODD,BARBRA,47,F,9769035413,13669 Olive Pkwy.,LORETTO,MN,55357,900POST60,900 Minute,btodd
900007704,MCGUIRE,WILLA,33,F,7787649095,8297 W Lasalle Way,CHARLESTON,WV,25320,900POST60,900 Minute,wmcguire
900007705,GILBERT,GILDA,49,F,6277845053,7295 Burns Chalk Fire Ln.,HOUSTON,TX,77040,450POST40,450 Minute,ggilbert
900007706,WHITLEY,JOCELYN,61,F,2807703383,16815 Neimann Pkwy.,DENVER,CO,80220,ULPRE2D,Unlimited Prepaid,jwhitley
900007707,CANTU,GINA,47,F,7465214560,14983 Holme Lacey St.,CHICO,CA,95929,700POST5L70,700 Minute Family,gcantu
900007708,ARMSTRONG,FELECIA,70,F,5286515259,18239 Trillo Way,EL PASO,TX,79904,250PRE25,250 Minute Prepaid,farmstrong
900007709,ROMERO,DEANN,51,F,4735017479,17774 E Hillcrest Ave.,EVANSVILLE,IN,47722,250PRE25,250 Minute Prepaid,dromero
900007710,RUSH,BRAD,57,M,2755486212,9401 Eastport Hwy.,SALT LAKE CITY,UT,84112,250PRE25,250 Minute Prepaid,brush
900007711,BLANKENSHIP,WYATT,46,M,5442304513,13153 Harriotts St.,TYLER,TX,75710,ULPRE50,Unlimited Prepaid,wblankenship
900007712,MURPHY,ROMEO,43,M,3814009810,12449 Old Palmer Dr.,NORTHRIDGE,CA,91327,ULPOST5L120,2100 Minute Family,rmurphy
900007713,DUNCAN,CARMELO,53,M,8718244483,6844 Cherrywood Way,BOULDER,CO,80307,ULPRE50,Unlimited Prepaid,cduncan
900007714,COBB,WILBUR,55,M,3139269015,19450 Little Orchard Dr.,YAKIMA,WA,98904,700POST5L70,700 Minute Family,wcobb
900007715,LARSON,COLBY,54,M,7406085513,13722 Stonemill Dr.,BALTIMORE,MD,21218,900POST60,900 Minute,clarson
900007716,FLOYD,STACEY,64,F,3747927711,6843 Baier Blvd.,SANTA MONICA,CA,90404,700POST5L70,700 Minute Family,sfloyd
900007717,BARRERA,KELLY,19,M,8805909110,17739 Malat Ln.,ATLANTA,GA,30374,5503L60,550 Minute Family,kbarrera
900007718,MARQUEZ,CYRIL,49,M,3073248430,15778 Fayrewood Dr.,DALLAS,TX,75234,250PRE25,250 Minute Prepaid,cmarquez
900007719,SILVA,ELIZABETH,51,F,5896867780,16515 Roine Blvd.,PHILADELPHIA,PA,19151,450POST40,450 Minute,esilva
